"id_restaurant","nom_restaurant","prix_moyen","rating","nb_notes","adresse","ville","main_category","commune","code_postal","arrondissement","zone_paris","insee_from_cp","insee_com","nom_arrondissement","pop_totale","pop_3_20_ans","nb_familles","nb_familles_mono","part_pop_3_20","part_fam_mono","revenu_median","taux_bac","taux_ouvrier","taux_chomage","facteur_deprivation","part_apl"
255,"Brasserie du Louvre",50.0,4.9,2224,"Place Andre Malraux, Paris, Ile-de-France, France, 75001","Paris, Ile-de-France, France","restaurant francais","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
256,"Petit Bao - Etienne Marcel",25.0,4.9,5598,"116 rue Saint-Denis, 75002","Paris, Ile-de-France, France","chinois","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
257,"Il Ristorante - Niko Romito",100.0,4.9,327,"30 Av. George V","Paris, Ile-de-France, France","restaurant italiens","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
258,"Choubidou Paris Montparnasse",15.0,4.9,2434,"13 Pl. de Catalogne","Paris, Ile-de-France, France","restaurant","Paris","75014",14,"intermediaire","75114","75114","Paris 14e Arrondissement",133967.0,22244.8424291788,30318.9850075247,6009.22091911199,0.724409667253306,1.01844233884749,28730,0.782915953622741,0.030631479354502,0.07956018221338,1.94411586474717,4.301
259,"Le Potager du Marais",25.0,4.9,3322,"26 Rue Saint-Paul","Paris, Ile-de-France, France","vegetarien","Paris","75004",4,"centre","75104","75104","Paris 4e Arrondissement",29064.0,4472.10595374178,6827.15925744134,1166.64748507198,0.671288852264113,0.878076893367938,31790,0.830494513501966,0.024655313830149,0.08930582417867,2.46645807601084,6.261
260,"Rosemarie",47.0,4.9,569,"149 Rue De Luniversite","Paris, Ile-de-France, France","restaurant francais","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
261,"Restaurant Bistrot Le dome Paris 15",25.0,4.9,1701,"6 Rue Du Hameau","Paris, Ile-de-France, France","restaurant","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
262,"Choukran Saint-georges, Paris 9",15.0,4.9,3388,"29 Rue Saint-Georges","Paris, Ile-de-France, France","restaurant marocains","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
263,"Le Recamier",30.0,4.9,4882,"4 Rue Juliette Recamier","Paris, Ile-de-France, France","restaurant francais","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
264,"Mala Town",15.0,4.9,3403,"44 R. de Turbigo","Paris, Ile-de-France, France","restaurant","Paris","75003",3,"centre","75103","75103","Paris 3e Arrondissement",33402.0,4727.55499053531,7816.18302332249,1418.54178817573,0.617471409097184,0.932567652401368,33180,0.836094404907947,0.02735407706541,0.080415680775181,2.7962955716641,5.736
265,"La Table de Yemma",15.0,4.9,5173,"115 Bd de Menilmontant","Paris, Ile-de-France, France","restaurant algeriens","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
266,"Mon Coco",25.0,4.9,6359,"6 Pl. de la Republique","Paris, Ile-de-France, France","restaurant","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
267,"Le Progres Marais",20.0,4.9,1667,"1 Rue de Bretagne","Paris, Ile-de-France, France","cafeteria","Paris","75003",3,"centre","75103","75103","Paris 3e Arrondissement",33402.0,4727.55499053531,7816.18302332249,1418.54178817573,0.617471409097184,0.932567652401368,33180,0.836094404907947,0.02735407706541,0.080415680775181,2.7962955716641,5.736
268,"Le Paradis du Fruit - Wagram",25.0,4.9,4820,"32 Av. de Wagram","Paris, Ile-de-France, France","restaurant francais","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
269,"Kong",100.0,4.9,19889,"1 Rue du Pont Neuf","Paris, Ile-de-France, France","restaurant","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
270,"Suzie Wong - Restaurant Chinois",25.0,4.9,1763,"24 Rue des Taillandiers","Paris, Ile-de-France, France","restaurant chinois","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
271,"Nirvana Inde",25.0,4.9,4975,"6 Rue de Moscou","Paris, Ile-de-France, France","restaurant indiens","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
272,"LA PALETTE - PARIS",20.0,4.9,3888,"43 Rue de Seine","Paris, Ile-de-France, France","cafe","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
273,"Cafe Saint Honore",25.0,4.9,4377,"194 Rue Saint-Honore","Paris, Ile-de-France, France","cafe","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
274,"20 Eiffel",40.0,4.9,1897,"20 Rue de Monttessuy","Paris, Ile-de-France, France","restaurant francais","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
275,"Le Florentin",25.0,4.9,3485,"10 Rue Saint-Florentin","Paris, Ile-de-France, France","restaurant francais","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
276,"Vaisseau",100.0,4.9,327,"35 Rue Faidherbe","Paris, Ile-de-France, France","restaurant francais","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
277,"Restaurant Biche",24.0,4.9,1326,"129 Rue du Faubourg Saint-Honore","Paris, Ile-de-France, France","restaurant francais","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
278,"Cafe des Arts",15.0,4.9,2881,"2 Rue de lAmiral de Coligny","Paris, Ile-de-France, France","cafe","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
279,"Los Pollos",15.0,4.9,3217,"18 Rue de la Roquette","Paris, Ile-de-France, France","fast food","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
280,"Frenchie Pigalle",23.0,4.9,707,"29 Rue Victor Masse","Paris, Ile-de-France, France","restaurant","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
281,"Uno",25.0,4.9,5015,"37 Rue Berger","Paris, Ile-de-France, France","restaurant","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
282,"PACKIAMS",25.0,4.9,2811,"72 Bd de Strasbourg","Paris, Ile-de-France, France","restaurant","Paris","75010",10,"intermediaire","75110","75110","Paris 10e Arrondissement",83459.0,13494.021452243,19584.0122896016,3264.72212696351,0.705376448586344,0.856598842358534,28060,0.774063111880029,0.044224639427051,0.095936388703015,1.40254851180917,5.934
283,"Bistro S",40.5,4.9,752,"7 Rue Saint-Nicolas","Paris, Ile-de-France, France","restaurant francais","Paris","75012",12,"intermediaire","75112","75112","Paris 12e Arrondissement",140311.0,23290.1806582801,33253.9188177107,6535.30052445586,0.724158900822797,1.00984719740025,29250,0.757852723654768,0.038086111867207,0.078425923577196,1.8346477947609,4.146
284,"Erso Restaurant",15.5,4.9,359,"18 Rue Saint-Ambroise","Paris, Ile-de-France, France","restaurant francais","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
285,"Fuwa Fuwa",15.0,4.9,2842,"122 Av. de Choisy","Paris, Ile-de-France, France","cafe","Paris","75013",13,"intermediaire","75113","75113","Paris 13e Arrondissement",177833.0,31293.0765255113,42124.7879193933,9585.27451431624,0.76769487760366,1.16922949207519,25100,0.711342220513138,0.047742325263558,0.094182696802569,0.709941501291032,4.338
286,"Chez Loulou",25.0,4.9,3122,"63 Rue Rambuteau","Paris, Ile-de-France, France","restaurant","Paris","75004",4,"centre","75104","75104","Paris 4e Arrondissement",29064.0,4472.10595374178,6827.15925744134,1166.64748507198,0.671288852264113,0.878076893367938,31790,0.830494513501966,0.024655313830149,0.08930582417867,2.46645807601084,6.261
287,"SnackRush",15.0,4.9,1440,"4 Rue Desaix","Paris, Ile-de-France, France","restaurant","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
288,"Baieta - Restaurant Paris",100.0,4.9,1402,"5 Rue de Pontoise","Paris, Ile-de-France, France","restaurant francais","Paris","75005",5,"centre","75105","75105","Paris 5e Arrondissement",57380.0,10853.1833131306,12762.6203488744,2047.51752995005,0.825181209903045,0.824367215166068,34650,0.852722588714883,0.022065761923038,0.061616505985879,3.43672949788336,5.6
289,"Adami",23.5,4.9,403,"19bis Rue Pierre Fontaine","Paris, Ile-de-France, France","restaurant italiens","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
290,"Shodai Matcha",15.0,4.9,7020,"7 Rue Volta","Paris, Ile-de-France, France","desserts","Paris","75003",3,"centre","75103","75103","Paris 3e Arrondissement",33402.0,4727.55499053531,7816.18302332249,1418.54178817573,0.617471409097184,0.932567652401368,33180,0.836094404907947,0.02735407706541,0.080415680775181,2.7962955716641,5.736
291,"ChoCho",53.0,4.9,1614,"54 Rue de Paradis","Paris, Ile-de-France, France","restaurant","Paris","75010",10,"intermediaire","75110","75110","Paris 10e Arrondissement",83459.0,13494.021452243,19584.0122896016,3264.72212696351,0.705376448586344,0.856598842358534,28060,0.774063111880029,0.044224639427051,0.095936388703015,1.40254851180917,5.934
292,"Cafe Charbon",25.0,4.9,3272,"109 Rue Oberkampf","Paris, Ile-de-France, France","cafe","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
293,"Brasserie Martin",25.0,4.9,5453,"24 Rue Saint-Ambroise","Paris, Ile-de-France, France","restaurant francais","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
294,"Gandhi Jis - Restaurant indien Paris 9e",25.0,4.9,3343,"12 Rue La Fayette","Paris, Ile-de-France, France","restaurant indiens","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
295,"Neko Ramen",15.0,4.9,9201,"6 Rue de la Grange Bateliere","Paris, Ile-de-France, France","restaurant","Paris","75003",3,"centre","75103","75103","Paris 3e Arrondissement",33402.0,4727.55499053531,7816.18302332249,1418.54178817573,0.617471409097184,0.932567652401368,33180,0.836094404907947,0.02735407706541,0.080415680775181,2.7962955716641,5.736
296,"LAvant Comptoir de la Terre et de la Mer",25.0,4.9,4311,"3 carrefour de lodeon","Paris, Ile-de-France, France","pub et bar","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
297,"Dessance",100.0,4.9,1884,"74 Rue des Archives","Paris, Ile-de-France, France","restaurant","Paris","75003",3,"centre","75103","75103","Paris 3e Arrondissement",33402.0,4727.55499053531,7816.18302332249,1418.54178817573,0.617471409097184,0.932567652401368,33180,0.836094404907947,0.02735407706541,0.080415680775181,2.7962955716641,5.736
298,"SAZ Durum Lahmacun",15.0,4.9,2484,"24 Rue du 4 septembre","Paris, Ile-de-France, France","restaurant turcs","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
299,"Nomas Paris 9 - Mexican Street Food",15.0,4.9,1109,"21 Bd Montmartre","Paris, Ile-de-France, France","mexicain","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
300,"Prost",25.0,4.9,912,"3 Bd Beaumarchais","Paris, Ile-de-France, France","restaurant","Paris","75004",4,"centre","75104","75104","Paris 4e Arrondissement",29064.0,4472.10595374178,6827.15925744134,1166.64748507198,0.671288852264113,0.878076893367938,31790,0.830494513501966,0.024655313830149,0.08930582417867,2.46645807601084,6.261
301,"Brasserie Lutetia",45.5,4.9,1440,"43 Bd Raspail","Paris, Ile-de-France, France","restaurant","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
302,"Brasserie Lazare Paris",30.5,4.9,6130,"Parvis De La Gare Saint-lazare, Rue Interieure","Paris, Ile-de-France, France","restaurant","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
303,"Arty Caffe Paris",15.0,4.9,1479,"176 Rue de Rivoli","Paris, Ile-de-France, France","cafe","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
304,"Ilang",25.0,4.9,5594,"2 bis Rue Daunou","Paris, Ile-de-France, France","restaurant coreens","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
305,"Tripletta Guy Moquet",25.0,4.8,1006,"51 Rue Guy Moquet","Paris, Ile-de-France, France","restaurant italiens","Paris","75017",17,"peripherie","75117","75117","Paris 17e Arrondissement",166336.0,29098.9451366555,39612.093970877,7180.83231865524,0.763209430182993,0.931493692158404,32290,0.788740297106962,0.037959664106942,0.083282988555933,2.29737361025854,4.876
306,"Pink Koi",40.5,4.8,1567,"8 Rue Coquilliere","Paris, Ile-de-France, France","restaurant japonais","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
307,"LAZU Restaurant Bouillon47",41.0,4.8,775,"47 Rue Marguerite de Rochechouart","Paris, Ile-de-France, France","restaurant francais","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
308,"BOMIE Louvre-Rivoli",5.5,4.8,10813,"91 Rue de Rivoli","Paris, Ile-de-France, France","desserts","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
309,"Aldehyde",100.0,4.8,376,"5 Rue du Pont Louis-Philippe","Paris, Ile-de-France, France","pub et bar","Paris","75004",4,"centre","75104","75104","Paris 4e Arrondissement",29064.0,4472.10595374178,6827.15925744134,1166.64748507198,0.671288852264113,0.878076893367938,31790,0.830494513501966,0.024655313830149,0.08930582417867,2.46645807601084,6.261
310,"Restaurant Drouant",100.0,4.8,3037,"16-18 Rue Gaillon","Paris, Ile-de-France, France","restaurant francais","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
311,"Clamato",65.0,4.8,2507,"80 Rue de Charonne","Paris, Ile-de-France, France","restaurant","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
312,"Substance",100.0,4.8,1779,"18 Rue de Chaillot","Paris, Ile-de-France, France","restaurant francais","Paris","75116",16,"peripherie","75116","75116","Paris 16e Arrondissement",162820.0,32366.3837401309,40763.4493727417,6492.4010657931,0.867239727109331,0.818403253535766,40140,0.824474795160243,0.025874171304588,0.069093386917932,3.84720191018132,3.657
313,"Cafe Compagnon",50.0,4.8,698,"22-26 Rue Leopold Bellan","Paris, Ile-de-France, France","cafe","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
314,"CASA COSA",25.0,4.8,4090,"30 Rue de Mogador","Paris, Ile-de-France, France","pizzeria","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
315,"Frenchie Bar A Vins",15.0,4.8,630,"6 Rue du Nil","Paris, Ile-de-France, France","bars a vin","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
316,"La Causerie",42.5,4.8,1171,"31 Rue Vital","Paris, Ile-de-France, France","restaurant francais","Paris","75116",16,"peripherie","75116","75116","Paris 16e Arrondissement",162820.0,32366.3837401309,40763.4493727417,6492.4010657931,0.867239727109331,0.818403253535766,40140,0.824474795160243,0.025874171304588,0.069093386917932,3.84720191018132,3.657
317,"Wonderland brunchy Notre Dame Restaurant Brunch",25.0,4.8,3614,"4 Quai Dorleans","Paris, Ile-de-France, France","restaurant","Paris","75004",4,"centre","75104","75104","Paris 4e Arrondissement",29064.0,4472.10595374178,6827.15925744134,1166.64748507198,0.671288852264113,0.878076893367938,31790,0.830494513501966,0.024655313830149,0.08930582417867,2.46645807601084,6.261
318,"Julien",25.0,4.8,13253,"16 Rue du Faubourg Saint-Denis","Paris, Ile-de-France, France","restaurant francais","Paris","75010",10,"intermediaire","75110","75110","Paris 10e Arrondissement",83459.0,13494.021452243,19584.0122896016,3264.72212696351,0.705376448586344,0.856598842358534,28060,0.774063111880029,0.044224639427051,0.095936388703015,1.40254851180917,5.934
319,"Marie Akaneya",100.0,4.8,614,"12 Rue Godot de Mauroy","Paris, Ile-de-France, France","sushis","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
320,"Colvert",38.5,4.8,1583,"30 Rue des Grands Augustins","Paris, Ile-de-France, France","restaurant francais","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
321,"Paris en Scene Diner Croisiere",41.0,4.8,16638,"escale de, Lile aux Cygnes, Pont de Bir-Hakeim","Paris, Ile-de-France, France","restaurant francais","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
322,"LExode",15.0,4.8,1320,"39 Boulevard de Strasbourg Paris","Paris, Ile-de-France, France","pub et bar","Paris","75010",10,"intermediaire","75110","75110","Paris 10e Arrondissement",83459.0,13494.021452243,19584.0122896016,3264.72212696351,0.705376448586344,0.856598842358534,28060,0.774063111880029,0.044224639427051,0.095936388703015,1.40254851180917,5.934
323,"Baillotte",15.0,4.8,464,"16 Rue du Dragon","Paris, Ile-de-France, France","restaurant francais","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
324,"Signature Montmartre",50.0,4.8,1455,"12 Rue des Trois Freres","Paris, Ile-de-France, France","restaurant","Paris","75018",18,"peripherie","75118","75118","Paris 18e Arrondissement",191135.0,30805.0161302009,43425.8288875106,9783.97545467691,0.703127291700882,1.15771103039105,23930,0.715037004573533,0.059916595322748,0.092040756232497,0.490370335625503,4.506
325,"Pavyllon",100.0,4.8,1894,"8 Avenue Dutuit","Paris, Ile-de-France, France","restaurant","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
326,"KFC Paris Place dItalie",15.0,4.8,5981,"211-213 Bd Vincent Auriol","Paris, Ile-de-France, France","fast food","Paris","75013",13,"intermediaire","75113","75113","Paris 13e Arrondissement",177833.0,31293.0765255113,42124.7879193933,9585.27451431624,0.76769487760366,1.16922949207519,25100,0.711342220513138,0.047742325263558,0.094182696802569,0.709941501291032,4.338
327,"Via Del Gusto",25.0,4.8,8506,"344 Rue de Vaugirard","Paris, Ile-de-France, France","restaurant","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
328,"Sir Winston",25.5,4.8,6391,"5 Rue de Presbourg","Paris, Ile-de-France, France","pub et bar","Paris","75116",16,"peripherie","75116","75116","Paris 16e Arrondissement",162820.0,32366.3837401309,40763.4493727417,6492.4010657931,0.867239727109331,0.818403253535766,40140,0.824474795160243,0.025874171304588,0.069093386917932,3.84720191018132,3.657
329,"La cantine diderot",15.0,4.8,2217,"74 Bd Diderot","Paris, Ile-de-France, France","restaurant francais","Paris","75012",12,"intermediaire","75112","75112","Paris 12e Arrondissement",140311.0,23290.1806582801,33253.9188177107,6535.30052445586,0.724158900822797,1.00984719740025,29250,0.757852723654768,0.038086111867207,0.078425923577196,1.8346477947609,4.146
330,"Brasserie Rosie",25.0,4.8,7142,"53 Rue du Faubourg Saint-Antoine","Paris, Ile-de-France, France","restaurant francais","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
331,"Trantranzai Pantheon",15.0,4.8,2580,"3 Rue de lEcole Polytechnique, 75005","Paris, Ile-de-France, France","restaurant","Paris","75005",5,"centre","75105","75105","Paris 5e Arrondissement",57380.0,10853.1833131306,12762.6203488744,2047.51752995005,0.825181209903045,0.824367215166068,34650,0.852722588714883,0.022065761923038,0.061616505985879,3.43672949788336,5.6
332,"Perruche",49.0,4.8,5484,"Printemps De Lhomme - 9eme Etage, 2 Rue Du Havre","Paris, Ile-de-France, France","pub et bar","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
