nom;prix_intervalle;rating;nb_notes;adresse;ville;latitude;longitude;main_category;lat_round;lon_round;commune;code_postal;code_insee;arrondissement;zone_paris;
L’Atelier Artisan Crêpier;25.0;5.0;6511;32 Cr Saint-Emilion;Paris, Île-de-France, France;48.8330002;2.3866018;desserts;48.833;2.3866;Paris;75012;;12;intermediaire;
McDonald's;15.0;5.0;8369;Rue De Provence, 96;Paris, Île-de-France, France;48.8744563;2.3295941;fast food;48.8745;2.3296;Paris;75009;;9;centre;
Bistrot Instinct;42.0;5.0;1894;19 Rue de Picardie;Paris, Île-de-France, France;48.8637192;2.3625889;restaurant français;48.8637;2.3626;Paris;75003;;3;centre;
Les Antiquaires;15.0;5.0;11140;13 Rue du Bac;Paris, Île-de-France, France;48.8586582;2.3288088;restaurant français;48.8587;2.3288;Paris;75007;;7;centre;
Loulou;53.5;5.0;7022;107 Rue de Rivoli;Paris, Île-de-France, France;48.8628946;2.333481;restaurant;48.8629;2.3335;Paris;75001;;1;centre;
Joayo13 - Restaurant Coréen & Karaoké;25.0;5.0;3646;44 Avenue De Choisy;Paris, Île-de-France, France;48.8226529;2.3629206;restaurant;48.8227;2.3629;Paris;75013;;13;intermediaire;
Bistro L'Olivier;30.0;4.9;5968;88 Rue Ordener;Paris, Île-de-France, France;48.8928249;2.3429749;restaurant;48.8928;2.343;Paris;75018;;18;peripherie;
Candelaria;25.0;4.9;6614;52 Rue de Saintonge;Paris, Île-de-France, France;48.8629825;2.3640307;pub et bar;48.863;2.364;Paris;75003;;3;centre;
MALA MALA;15.0;4.9;2794;324 Rue Saint-Martin;Paris, Île-de-France, France;48.8682374;2.3554765;restaurant chinois;48.8682;2.3555;Paris;75003;;3;centre;
La Taverne de Zhao_saint germain des prés;15.0;4.9;3032;82 Rue Mazarine;Paris, Île-de-France, France;48.8538648;2.3382294;restaurant chinois;48.8539;2.3382;Paris;75006;;6;centre;
Restaurant Super Huit Paris 8;55.0;4.9;452;95 Rue de Miromesnil;Paris, Île-de-France, France;48.8797499;2.3152574;restaurant français;48.8797;2.3153;Paris;75008;;8;centre;
Trattoria en Seine;49.0;4.9;4449;2 Rue du Ranelagh;Paris, Île-de-France, France;48.852874;2.280704;restaurant;48.8529;2.2807;Paris;75016;;16;peripherie;
Tekés;70.0;4.9;1387;4 bis Rue Saint-Sauveur;Paris, Île-de-France, France;48.8659569;2.3496387;restaurant israéliens;48.866;2.3496;Paris;75002;;2;centre;
McDonald's;15.0;4.9;3848;9 Bd de la Madeleine;Paris, Île-de-France, France;48.8695404;2.3267903;fast food;48.8695;2.3268;Paris;75001;;1;centre;
Burger King;15.0;4.9;22532;79-81 Quai De La Gare;Paris, Île-de-France, France;48.8365292;2.3743573;fast food;48.8365;2.3744;Paris;75013;;13;intermediaire;
ANDIA;32.5;4.9;13185;19 Chau. de la Muette;Paris, Île-de-France, France;48.8581596;2.2722369;restaurant français;48.8582;2.2722;Paris;75016;;16;peripherie;
Le Petit Bouillon Pharamond;25.0;4.9;9003;24 Rue de la Grande Truanderie;Paris, Île-de-France, France;48.8630418;2.3485455;restaurant français;48.863;2.3485;Paris;75001;;1;centre;
Milagro;140.5;4.9;986;85 Av. Bosquet;Paris, Île-de-France, France;48.8550271;2.3055909;restaurant;48.855;2.3056;Paris;75007;;7;centre;
Azur Café Champs-Elysées - Brunch | Coffee Shop| Lunch;25.0;4.9;9680;63 Rue de Ponthieu;Paris, Île-de-France, France;48.872328;2.304453;café;48.8723;2.3045;Paris;75008;;8;centre;
L'atelier Entrecôte & Volaille;35.0;4.9;4064;21 Bd Beaumarchais;Paris, Île-de-France, France;48.8550822;2.3683378;restaurant français;48.8551;2.3683;Paris;75004;;4;centre;
Chez Janou;30.0;4.9;10888;2 Rue Roger Verlomme;Paris, Île-de-France, France;48.8567159;2.3671983;restaurant;48.8567;2.3672;Paris;75003;;3;centre;
Origines Paris;100.0;4.9;1366;6 Rue De Ponthieu;Paris, Île-de-France, France;48.8702721;2.311283;restaurant;48.8703;2.3113;Paris;75008;;8;centre;
Café Oz Rooftop - The Australian Bar;20.0;4.9;11909;Cité de la Mode et du Design, 34 Quai d'Austerlitz;Paris, Île-de-France, France;48.8404438;2.3706403;café géorgien;48.8404;2.3706;Paris;75013;;13;intermediaire;
Melagodo;25.0;4.9;4646;10 Rue Nélaton;Paris, Île-de-France, France;48.8533847;2.2880163;restaurant;48.8534;2.288;Paris;75015;;15;intermediaire;
MELT;25.0;4.9;8880;74 Rue de la Folie Méricourt;Paris, Île-de-France, France;48.8656108;2.3708026;restaurant;48.8656;2.3708;Paris;75011;;11;intermediaire;
Allard;100.0;4.9;3155;41 Rue Saint-André des Arts;Paris, Île-de-France, France;48.8533444;2.3410139;restaurant français;48.8533;2.341;Paris;75006;;6;centre;
La Taverne De ZHAO_Bastille;15.0;4.9;1595;67 Rue de la Roquette;Paris, Île-de-France, France;48.8565406;2.3763954;restaurant chinois;48.8565;2.3764;Paris;75011;;11;intermediaire;
Pizzeria Maria;15.0;4.9;2308;21 Rue de Picardie;Paris, Île-de-France, France;48.8637543;2.3626674;pizzeria;48.8638;2.3627;Paris;75003;;3;centre;
Café Odessa - Brasserie parisienne tendance;15.0;4.9;4883;28 Rue d'Odessa;Paris, Île-de-France, France;48.841565;2.324697;café;48.8416;2.3247;Paris;75014;;14;intermediaire;
La Pâtisserie du Meurice par Cédric Grolet;15.0;4.9;3882;6 Rue de Castiglione;Paris, Île-de-France, France;48.86566;2.32784;desserts;48.8657;2.3278;Paris;75001;;1;centre;
Le Pantruche;22.5;4.9;2088;3 Rue Victor Massé;Paris, Île-de-France, France;48.8804923;2.3396386;restaurant français;48.8805;2.3396;Paris;75009;;9;centre;
Le Drugstore;41.0;4.9;6830;133 Av. des Champs-Élysées;Paris, Île-de-France, France;48.8727762;2.296961;restaurant français;48.8728;2.297;Paris;75008;;8;centre;
Mina Mahal;25.0;4.9;1787;25 Rue Cambronne;Paris, Île-de-France, France;48.8459952;2.3021743;restaurant;48.846;2.3022;Paris;75015;;15;intermediaire;
Chez Zhong;15.0;4.9;4683;69 Av. Kléber;Paris, Île-de-France, France;48.865648;2.2895538;restaurant;48.8656;2.2896;Paris;75116;;16;peripherie;
Pocha!;25.0;4.9;1954;82 Bd du Montparnasse;Paris, Île-de-France, France;48.8429977;2.3259624;restaurant coréens;48.843;2.326;Paris;75014;;14;intermediaire;
Osè African Cuisine | Voltaire;15.0;4.9;1650;4 Ave Parmentier;Paris, Île-de-France, France;48.858986;2.3799018;fast food;48.859;2.3799;Paris;75011;;11;intermediaire;
Sharma Ji;20.5;4.9;880;16 Rue Frémicourt;Paris, Île-de-France, France;48.847335;2.2983166;restaurant indiens;48.8473;2.2983;Paris;75015;;15;intermediaire;
Le Morello Restaurant italien Paris;30.0;4.9;3147;20 Rue Clapeyron;Paris, Île-de-France, France;48.8824121;2.3236527;restaurant;48.8824;2.3237;Paris;75008;;8;centre;
Nach! Paris17;15.0;4.9;2021;74 Av. de Clichy;Paris, Île-de-France, France;48.8881602;2.3248462;fast food;48.8882;2.3248;Paris;75017;;17;peripherie;
L'Ambroisie;100.0;4.9;1571;9 Pl. des Vosges;Paris, Île-de-France, France;48.8553396;2.3643541;restaurant français;48.8553;2.3644;Paris;75004;;4;centre;
Phở Tài;15.0;4.9;3388;13 Rue Philibert Lucot;Paris, Île-de-France, France;48.822139;2.361378;restaurant vietnamiens;48.8221;2.3614;Paris;75013;;13;intermediaire;
Vapiano Paris Champs Elysées Pasta Pizza Bar;15.0;4.9;12635;36 Rue Marbeuf;Paris, Île-de-France, France;48.8695136;2.305477;pizzeria;48.8695;2.3055;Paris;75008;;8;centre;
Le Dulcinéa;25.0;4.9;5766;41 Rue Pierre Fontaine;Paris, Île-de-France, France;48.883146;2.3328293;pizzeria;48.8831;2.3328;Paris;75009;;9;centre;
GrandCœur;79.0;4.9;3076;41 Rue du Temple;Paris, Île-de-France, France;48.8596007;2.3538752;restaurant français;48.8596;2.3539;Paris;75004;;4;centre;
Eataly;30.0;4.9;24790;37 Rue Sainte-croix De La Bretonnerie;Paris, Île-de-France, France;48.8585827;2.3546289;pizzeria;48.8586;2.3546;Paris;75004;;4;centre;
MELT Cambronne;25.0;4.9;4805;103 Rue Cambronne;Paris, Île-de-France, France;48.841824;2.3034556;restaurant;48.8418;2.3035;Paris;75015;;15;intermediaire;
CHARLY SAINT-HONORÉ;25.0;4.9;3096;36 Place du Marché Saint Honoré;Paris, Île-de-France, France;48.867128;2.3324912;restaurant américains;48.8671;2.3325;Paris;75001;;1;centre;
Le Raidd Bar;15.0;4.9;1449;23 Rue du Temple;Paris, Île-de-France, France;48.8589099;2.353482;pub et bar;48.8589;2.3535;Paris;75004;;4;centre;
Eunoé;38.5;4.9;1013;6 Rue Rochebrune;Paris, Île-de-France, France;48.8607713;2.378991;restaurant;48.8608;2.379;Paris;75011;;11;intermediaire;
Bistrot Paul Bert;52.5;4.9;3674;18 Rue Paul Bert;Paris, Île-de-France, France;48.8522102;2.3850177;restaurant français;48.8522;2.385;Paris;75011;;11;intermediaire;
Le Camondo;42.5;4.9;2471;61bis Rue de Monceau;Paris, Île-de-France, France;48.8787413;2.3126304;restaurant français;48.8787;2.3126;Paris;75008;;8;centre;
Langosteria;100.0;4.9;1155;Cheval Blanc Paris, 8 Quai du Louvre;Paris, Île-de-France, France;48.8589057;2.342041;restaurant;48.8589;2.342;Paris;75001;;1;centre;
Le Café du Commerce;30.0;4.9;9165;51 Rue du Commerce;Paris, Île-de-France, France;48.8464167;2.2954806;café;48.8464;2.2955;Paris;75015;;15;intermediaire;
L'Osteria Paris Chatelet;25.0;4.9;2389;27 Rue Aubry Le Boucher;Paris, Île-de-France, France;48.8603384;2.3497838;restaurant italiens;48.8603;2.3498;Paris;75004;;4;centre;
Nous4 Cuisine Bistronomique;34.0;4.9;1158;3 Rue Beccaria;Paris, Île-de-France, France;48.846876;2.379055;restaurant français;48.8469;2.3791;Paris;75012;;12;intermediaire;
Isshin Ramen spécialités de ramen de Kyushu;15.0;4.9;1457;84 Rue Baudricourt;Paris, Île-de-France, France;48.8244472;2.362182;restaurant;48.8244;2.3622;Paris;75013;;13;intermediaire;
Kokodak Paris 6 - Restaurant Coréen;25.0;4.9;1586;22 Rue des Canettes;Paris, Île-de-France, France;48.8517249;2.3335583;restaurant;48.8517;2.3336;Paris;75006;;6;centre;
Delhi Bazaar;25.0;4.9;5451;71 Rue Servan;Paris, Île-de-France, France;48.8636994;2.3811489;restaurant indiens;48.8637;2.3811;Paris;75011;;11;intermediaire;
Bistro Mon Rêve;25.0;4.9;1317;68 Av. Félix Faure;Paris, Île-de-France, France;48.8402217;2.2853737;restaurant;48.8402;2.2854;Paris;75015;;15;intermediaire;
Géosmine;100.0;4.9;916;71 Rue de la Folie Méricourt;Paris, Île-de-France, France;48.8656635;2.3703891;restaurant;48.8657;2.3704;Paris;75011;;11;intermediaire;
À Table !;35.0;4.9;389;28 Rue du Général Bertrand;Paris, Île-de-France, France;48.8465594;2.3137999;restaurant français;48.8466;2.3138;Paris;75007;;7;centre;
Le Cyrano;30.0;4.9;1109;3 Rue Biot;Paris, Île-de-France, France;48.8837961;2.3265718;pub et bar;48.8838;2.3266;Paris;75017;;17;peripherie;
Dalmata;25.0;4.9;10748;21 Rue de Charonne;Paris, Île-de-France, France;48.8531875;2.3748799;pizzeria;48.8532;2.3749;Paris;75011;;11;intermediaire;
Le Chardenoux Cyril Lignac;53.5;4.9;3937;1 Rue Jules Vallès;Paris, Île-de-France, France;48.8527778;2.385;restaurant français;48.8528;2.385;Paris;75011;;11;intermediaire;
L'Évadé;34.0;4.9;923;23 Rue Clauzel;Paris, Île-de-France, France;48.8791979;2.3377248;restaurant;48.8792;2.3377;Paris;75009;;9;centre;
Le Petit Cambodge;25.0;4.9;2605;24 Avenue Claude Vellefaux;Paris, Île-de-France, France;48.8737933;2.3704773;restaurant;48.8738;2.3705;Paris;75010;;10;intermediaire;
Le Caribéen Paris 10;15.0;4.9;1390;99 Rue du Faubourg Saint-Denis;Paris, Île-de-France, France;48.8746905;2.3551181;fast food;48.8747;2.3551;Paris;75010;;10;intermediaire;
Komé Komé;15.0;4.9;2145;43 Rue de Caumartin;Paris, Île-de-France, France;48.8727435;2.3281745;restaurant;48.8727;2.3282;Paris;75009;;9;centre;
LE PARISIEN;20.0;4.9;2564;72 Bd de Magenta;Paris, Île-de-France, France;48.8754539;2.3570669;café géorgien;48.8755;2.3571;Paris;75010;;10;intermediaire;
L'Atelier Entrecôte & Volaille;35.0;4.9;6181;128 Rue Réaumur;Paris, Île-de-France, France;48.8683682;2.3432593;restaurant français;48.8684;2.3433;Paris;75002;;2;centre;
Restaurant Mâche;100.0;4.9;1016;61 Rue de Chabrol;Paris, Île-de-France, France;48.8769636;2.3509406;restaurant français;48.877;2.3509;Paris;75010;;10;intermediaire;
Gran Caffè Convivium;32.0;4.9;9565;28 Rue Marbeuf;Paris, Île-de-France, France;48.869089;2.304761;restaurant italiens;48.8691;2.3048;Paris;75008;;8;centre;
Amâlia Restaurant;100.0;4.9;338;32 Rue de la Fontaine au Roi;Paris, Île-de-France, France;48.8681547;2.3717885;restaurant;48.8682;2.3718;Paris;75011;;11;intermediaire;
Le Malakoff;25.0;4.9;4186;6 Pl. du Trocadéro et du 11 Novembre;Paris, Île-de-France, France;48.8636942;2.2870593;restaurant français;48.8637;2.2871;Paris;75116;;16;peripherie;
Folies Pigalle;15.0;4.9;2033;11 Pl. Pigalle;Paris, Île-de-France, France;48.8819903;2.3368769;club;48.882;2.3369;Paris;75009;;9;centre;
Le Royal;25.0;4.9;3049;1 Place André Malraux;Paris, Île-de-France, France;48.8637977;2.3345195;restaurant;48.8638;2.3345;Paris;75001;;1;centre;
Akabeko;100.0;4.9;873;40 Rue de l'Université;Paris, Île-de-France, France;48.8576715;2.3283996;restaurant;48.8577;2.3284;Paris;75007;;7;centre;
Julia;15.0;4.9;2559;83 Rue Mouffetard;Paris, Île-de-France, France;48.8418991;2.3498804;fast food;48.8419;2.3499;Paris;75005;;5;centre;
Union Square;15.0;4.9;9342;17 Rue Saint-Séverin;Paris, Île-de-France, France;48.852411;2.3444506;restaurant;48.8524;2.3445;Paris;75005;;5;centre;
Le Bistrot des Fables;60.0;4.9;491;139 Rue Saint-Dominique;Paris, Île-de-France, France;48.8581045;2.3015415;restaurant français;48.8581;2.3015;Paris;75007;;7;centre;
L'Escudella;34.0;4.9;1387;41 Av. de Ségur;Paris, Île-de-France, France;48.8505546;2.3091967;restaurant français;48.8506;2.3092;Paris;75007;;7;centre;
La Petite Bouclerie;15.0;4.9;4269;33 Rue de la Harpe;Paris, Île-de-France, France;48.852113;2.3444506;desserts;48.8521;2.3445;Paris;75005;;5;centre;
Constant. Café;5.5;4.9;286;3 Rue Augereau;Paris, Île-de-France, France;48.8577941;2.3018289;café géorgien;48.8578;2.3018;Paris;75007;;7;centre;
TIVOLI BRASSERIE ITALIENNE;25.0;4.9;3842;5 Rue La Fayette;Paris, Île-de-France, France;48.8735325;2.3344948;pizzeria;48.8735;2.3345;Paris;75009;;9;centre;
Maison Cluny;18.0;4.9;845;3 Rue de Cluny;Paris, Île-de-France, France;48.8505349;2.3448444;restaurant;48.8505;2.3448;Paris;75005;;5;centre;
RESTAURANT ERH;100.0;4.9;1433;11 Rue Tiquetonne;Paris, Île-de-France, France;48.8644303;2.3490508;restaurant;48.8644;2.3491;Paris;75002;;2;centre;
JAMROCK PARIS;35.0;4.9;1301;16 Rue de Candie;Paris, Île-de-France, France;48.8512276;2.3801922;restaurant jamaïcains;48.8512;2.3802;Paris;75011;;11;intermediaire;
Les Turbines;20.0;4.9;4390;21 R. de Turbigo;Paris, Île-de-France, France;48.8642379;2.3499953;pizzeria;48.8642;2.35;Paris;75002;;2;centre;
Bistro Aldo;25.0;4.9;5863;81 Boulevard de Strasbourg;Paris, Île-de-France, France;48.8756017;2.3574226;café;48.8756;2.3574;Paris;75010;;10;intermediaire;
Brasserie Lipp;36.5;4.9;10727;151 Bd Saint-Germain;Paris, Île-de-France, France;48.8537293;2.3324448;restaurant;48.8537;2.3324;Paris;75006;;6;centre;
Petit Boutary;48.5;4.9;1924;16 Rue Jacquemont;Paris, Île-de-France, France;48.8878283;2.3224308;restaurant français;48.8878;2.3224;Paris;75017;;17;peripherie;
Perlamatta;25.0;4.9;4539;114 Rue de la Convention;Paris, Île-de-France, France;48.8407805;2.2883058;restaurant;48.8408;2.2883;Paris;75015;;15;intermediaire;
AUCIEL;25.0;4.9;1699;97 Rue de Charonne, 11eme Arrondissement;Paris, Île-de-France, France;48.854435;2.383595;restaurant chinois;48.8544;2.3836;Paris;75011;;11;intermediaire;
Le Cornichon - Paris 14 - Maison fondée en 2011;38.5;4.9;1501;34 Rue Gassendi;Paris, Île-de-France, France;48.8341243;2.326115;restaurant français;48.8341;2.3261;Paris;75014;;14;intermediaire;
Comme Chez Maman;26.0;4.9;2253;5 Rue des Moines;Paris, Île-de-France, France;48.887646;2.318081;restaurant français;48.8876;2.3181;Paris;75017;;17;peripherie;
McDonald's;15.0;4.9;2462;Gare De Lyon Hall, Pl. Louis Armand 1;Paris, Île-de-France, France;48.84468;2.375756;fast food;48.8447;2.3758;Paris;75012;;12;intermediaire;
Madame Guan - Châtelet;5.5;4.9;726;63 Rue Saint-Martin;Paris, Île-de-France, France;48.8592206;2.3502805;restaurant chinois;48.8592;2.3503;Paris;75004;;4;centre;
Godaille;32.5;4.9;594;9 Rue Antoine Vollon;Paris, Île-de-France, France;48.8507158;2.3767922;restaurant;48.8507;2.3768;Paris;75012;;12;intermediaire;
Casa Di Peppe;25.0;4.9;6994;222 Rue Saint-Jacques;Paris, Île-de-France, France;48.8447885;2.3421094;pizzeria;48.8448;2.3421;Paris;75005;;5;centre;
Noura Marceau;27.5;4.9;7007;27 Av. Marceau;Paris, Île-de-France, France;48.867029;2.2990831;restaurant;48.867;2.2991;Paris;75116;;16;peripherie;
Boutary;100.0;4.9;3456;25 Rue Mazarine;Paris, Île-de-France, France;48.8549894;2.3380174;restaurant;48.855;2.338;Paris;75006;;6;centre;
Bloom Sushi Wagram;30.0;4.9;1302;99 Rue Jouffroy d&#x27;;;;;;;;;;;;
Brasserie du Louvre;50.0;4.9;2224;Place André Malraux, Paris, Île-de-France, France, 75001;Paris, Île-de-France, France;48.8627859;2.3361306;restaurant français;48.8628;2.3361;Paris;75001;;1;centre;
Petit Bao - Étienne Marcel;25.0;4.9;5598;116 rue Saint-Denis, 75002;Paris, Île-de-France, France;48.8644466;2.3502881;chinois;48.8644;2.3503;Paris;75002;;2;centre;
Il Ristorante - Niko Romito;100.0;4.9;327;30 Av. George V;Paris, Île-de-France, France;48.86808;2.3014614;restaurant italiens;48.8681;2.3015;Paris;75008;;8;centre;
Choubidou Paris Montparnasse;15.0;4.9;2434;13 Pl. de Catalogne;Paris, Île-de-France, France;48.8369109;2.3177803;restaurant;48.8369;2.3178;Paris;75014;;14;intermediaire;
Le Potager du Marais;25.0;4.9;3322;26 Rue Saint-Paul;Paris, Île-de-France, France;48.8537251;2.3621202;végétarien;48.8537;2.3621;Paris;75004;;4;centre;
Rosemarie;47.0;4.9;569;149 Rue De L'université;Paris, Île-de-France, France;48.8610626;2.3057627;restaurant français;48.8611;2.3058;Paris;75007;;7;centre;
Restaurant Bistrot Le dôme Paris 15;25.0;4.9;1701;6 Rue Du Hameau;Paris, Île-de-France, France;48.8354878;2.2892689;restaurant;48.8355;2.2893;Paris;75015;;15;intermediaire;
Choukran Saint-georges; Paris 9;15.0;4.9;3388;29 Rue Saint-Georges;Paris, Île-de-France, France;48.8764704;2.3370223;restaurant marocains;48.8765;2.337;Paris;75009;;9;centre
Le Récamier;30.0;4.9;4882;4 Rue Juliette Récamier;Paris, Île-de-France, France;48.852203;2.328119;restaurant français;48.8522;2.3281;Paris;75007;;7;centre;
Mala Town;15.0;4.9;3403;44 R. de Turbigo;Paris, Île-de-France, France;48.8650294;2.3548491;restaurant;48.865;2.3548;Paris;75003;;3;centre;
La Table de Yemma;15.0;4.9;5173;115 Bd de Ménilmontant;Paris, Île-de-France, France;48.8656328;2.3839337;restaurant algériens;48.8656;2.3839;Paris;75011;;11;intermediaire;
Mon Coco;25.0;4.9;6359;6 Pl. de la République;Paris, Île-de-France, France;48.8667158;2.3655826;restaurant;48.8667;2.3656;Paris;75011;;11;intermediaire;
Le Progrès Marais;20.0;4.9;1667;1 Rue de Bretagne;Paris, Île-de-France, France;48.8619533;2.3640785;cafeteria;48.862;2.3641;Paris;75003;;3;centre;
Le Paradis du Fruit - Wagram;25.0;4.9;4820;32 Av. de Wagram;Paris, Île-de-France, France;48.8767298;2.2975071;restaurant français;48.8767;2.2975;Paris;75008;;8;centre;
Vapiano Paris La Défense Pasta Pizza Bar;15.0;4.9;6440;2 Pl. du Dôme;Puteaux, Île-de-France, France;48.8914602;2.2356908;pizzeria;48.8915;2.2357;Puteaux;92800;;;hors_paris;
Kong;100.0;4.9;19889;1 Rue du Pont Neuf;Paris, Île-de-France, France;48.8592395;2.343153;restaurant;48.8592;2.3432;Paris;75001;;1;centre;
Suzie Wong - Restaurant Chinois;25.0;4.9;1763;24 Rue des Taillandiers;Paris, Île-de-France, France;48.85536;2.374846;restaurant chinois;48.8554;2.3748;Paris;75011;;11;intermediaire;
Nirvana Inde;25.0;4.9;4975;6 Rue de Moscou;Paris, Île-de-France, France;48.8799639;2.3266472;restaurant indiens;48.88;2.3266;Paris;75008;;8;centre;
LA PALETTE - PARIS;20.0;4.9;3888;43 Rue de Seine;Paris, Île-de-France, France;48.8554318;2.3368618;café;48.8554;2.3369;Paris;75006;;6;centre;
Café Saint Honoré;25.0;4.9;4377;194 Rue Saint-Honoré;Paris, Île-de-France, France;48.8626408;2.3380638;café;48.8626;2.3381;Paris;75001;;1;centre;
20 Eiffel;40.0;4.9;1897;20 Rue de Monttessuy;Paris, Île-de-France, France;48.859478;2.298476;restaurant français;48.8595;2.2985;Paris;75007;;7;centre;
Le Florentin;25.0;4.9;3485;10 Rue Saint-Florentin;Paris, Île-de-France, France;48.861651;2.34094;restaurant français;48.8617;2.3409;Paris;75001;;1;centre;
Vaisseau;100.0;4.9;327;35 Rue Faidherbe;Paris, Île-de-France, France;48.8531489;2.3826207;restaurant français;48.8531;2.3826;Paris;75011;;11;intermediaire;
Restaurant Biche;24.0;4.9;1326;129 Rue du Faubourg Saint-Honoré;Paris, Île-de-France, France;48.8733712;2.3092055;restaurant français;48.8734;2.3092;Paris;75008;;8;centre;
Café des Arts;15.0;4.9;2881;2 Rue de l'Amiral de Coligny;Paris, Île-de-France, France;48.8591072;2.3401913;café;48.8591;2.3402;Paris;75001;;1;centre;
Los Pollos;15.0;4.9;3217;18 Rue de la Roquette;Paris, Île-de-France, France;48.8538549;2.3710303;fast food;48.8539;2.371;Paris;75011;;11;intermediaire;
Frenchie Pigalle;23.0;4.9;707;29 Rue Victor Massé;Paris, Île-de-France, France;48.880856;2.3375085;restaurant;48.8809;2.3375;Paris;75009;;9;centre;
Uno;25.0;4.9;5015;37 Rue Berger;Paris, Île-de-France, France;48.8618491;2.3435847;restaurant;48.8618;2.3436;Paris;75001;;1;centre;
PACKIAMS;25.0;4.9;2811;72 Bd de Strasbourg;Paris, Île-de-France, France;48.8753496;2.3579657;restaurant;48.8753;2.358;Paris;75010;;10;intermediaire;
Bistro S;40.5;4.9;752;7 Rue Saint-Nicolas;Paris, Île-de-France, France;48.8509389;2.3742997;restaurant français;48.8509;2.3743;Paris;75012;;12;intermediaire;
Erso Restaurant;15.5;4.9;359;18 Rue Saint-Ambroise;Paris, Île-de-France, France;48.8623934;2.3781824;restaurant français;48.8624;2.3782;Paris;75011;;11;intermediaire;
Fuwa Fuwa;15.0;4.9;2842;122 Av. de Choisy;Paris, Île-de-France, France;48.8265909;2.359803;café;48.8266;2.3598;Paris;75013;;13;intermediaire;
Chez Loulou;25.0;4.9;3122;63 Rue Rambuteau;Paris, Île-de-France, France;48.8616248;2.3513124;restaurant;48.8616;2.3513;Paris;75004;;4;centre;
Snack&Rush;15.0;4.9;1440;4 Rue Desaix;Paris, Île-de-France, France;48.8545542;2.2949851;restaurant;48.8546;2.295;Paris;75015;;15;intermediaire;
Baieta - Restaurant Paris;100.0;4.9;1402;5 Rue de Pontoise;Paris, Île-de-France, France;48.8501166;2.3523749;restaurant français;48.8501;2.3524;Paris;75005;;5;centre;
Adami;23.5;4.9;403;19bis Rue Pierre Fontaine;Paris, Île-de-France, France;48.8816085;2.3339448;restaurant italiens;48.8816;2.3339;Paris;75009;;9;centre;
Shodai Matcha;15.0;4.9;7020;7 Rue Volta;Paris, Île-de-France, France;48.864899;2.3568214;desserts;48.8649;2.3568;Paris;75003;;3;centre;
ChoCho;53.0;4.9;1614;54 Rue de Paradis;Paris, Île-de-France, France;48.8757409;2.349255;restaurant;48.8757;2.3493;Paris;75010;;10;intermediaire;
Café Charbon;25.0;4.9;3272;109 Rue Oberkampf;Paris, Île-de-France, France;48.8658405;2.3778132;café;48.8658;2.3778;Paris;75011;;11;intermediaire;
Brasserie Martin;25.0;4.9;5453;24 Rue Saint-Ambroise;Paris, Île-de-France, France;48.8626501;2.3786996;restaurant français;48.8627;2.3787;Paris;75011;;11;intermediaire;
Gandhi Ji's - Restaurant indien (Paris 9e);25.0;4.9;3343;12 Rue La Fayette;Paris, Île-de-France, France;48.8733499;2.3346518;restaurant indiens;48.8733;2.3347;Paris;75009;;9;centre;
Neko Ramen;15.0;4.9;9201;6 Rue de la Grange Batelière;Paris, Île-de-France, France;48.8731458;2.3423145;restaurant;48.8731;2.3423;Paris;75003;;3;centre;
L’Avant Comptoir de la Terre et de la Mer;25.0;4.9;4311;3 carrefour de l'odéon;Paris, Île-de-France, France;48.8520234;2.338782;pub et bar;48.852;2.3388;Paris;75006;;6;centre;
Dessance;100.0;4.9;1884;74 Rue des Archives;Paris, Île-de-France, France;48.8622815;2.3598519;restaurant;48.8623;2.3599;Paris;75003;;3;centre;
SAZ Durum & Lahmacun;15.0;4.9;2484;24 Rue du 4 septembre;Paris, Île-de-France, France;48.8700028;2.3349397;restaurant turcs;48.87;2.3349;Paris;75002;;2;centre;
Nomás Paris 9 - Mexican Street Food;15.0;4.9;1109;21 Bd Montmartre;Paris, Île-de-France, France;48.8717215;2.3406173;mexicain;48.8717;2.3406;Paris;75002;;2;centre;
Prost;25.0;4.9;912;3 Bd Beaumarchais;Paris, Île-de-France, France;48.8540427;2.3685614;restaurant;48.854;2.3686;Paris;75004;;4;centre;
Brasserie Lutetia;45.5;4.9;1440;43 Bd Raspail;Paris, Île-de-France, France;48.8512823;2.3271293;restaurant;48.8513;2.3271;Paris;75006;;6;centre;
Brasserie Lazare Paris;30.5;4.9;6130;Parvis De La Gare Saint-lazare, Rue Intérieure;Paris, Île-de-France, France;48.8761417;2.3255139;restaurant;48.8761;2.3255;Paris;75008;;8;centre;
Arty Caffé Paris;15.0;4.9;1479;176 Rue de Rivoli;Paris, Île-de-France, France;48.863099;2.334883;café;48.8631;2.3349;Paris;75001;;1;centre;
Ilang;25.0;4.9;5594;2 bis Rue Daunou;Paris, Île-de-France, France;48.8692021;2.3325408;restaurant coréens;48.8692;2.3325;Paris;75002;;2;centre;
Tripletta Guy Moquet;25.0;4.8;1006;51 Rue Guy Môquet;Paris, Île-de-France, France;48.8925953;2.3245786;restaurant italiens;48.8926;2.3246;Paris;75017;;17;peripherie;
Pink Koï;40.5;4.8;1567;8 Rue Coquillière;Paris, Île-de-France, France;48.8635696;2.3436353;restaurant japonais;48.8636;2.3436;Paris;75001;;1;centre;
